"CustomerId","Name","Pays","Sexe","Age","Nombre de projet","Num_compte","Solde","Age_compte","CreditScore","Id","Original Principal Amount","Cancelled Amount","Due to the banque","Credit Status","Numero_statut","IsActiveMember","EstimatedSalary","HasCrCard","Exited"
"15700772","Nebechi","France","Male","44","2","28","0","9","571","28","21085492.49","3003089.32","0.0","Repaid","28","0","38433.35","0","0"
"15728693","McWilliams","Germany","Female","43","1","29","141349.43","3","574","29","50622786.57","211661.56","0.0","Repaid","29","1","100187.43","1","0"
"15656300","Lucciano","France","Male","29","2","30","59697.17","0","411","30","6000486.61","137401.96","0.0","Repaid","30","1","53483.21","1","0"
"15589475","Azikiwe","Spain","Female","39","3","31","0","3","591","31","7827129.41","68374.96","0.0","Repaid","31","0","140469.38","1","1"
"15706552","Odinakachukwu","France","Male","36","1","32","85311.7","7","533","32","9645871.9","669.26","0.0","Repaid","32","1","156731.91","0","0"
"15750181","Sanderson","Germany","Male","41","2","33","110112.54","9","553","33","421997.01","144.74","0.0","Repaid","33","0","81898.81","0","0"
"15659428","Maggard","Spain","Female","42","2","34","0","6","520","34","6001992.85","144073.99","0.0","Repaid","34","1","34410.55","1","0"
"15732963","Clements","Spain","Female","29","2","35","0","9","722","35","2050384.56","1942.43","0.0","Repaid","35","1","142033.07","1","0"
"15794171","Lombardo","France","Female","45","1","36","134264.04","0","475","36","16179959.94","0.0","0.0","Repaid","36","0","27822.99","1","1"
"15788448","Watson","Spain","Male","31","1","37","145260.23","3","490","37","81428241.92","0.0","0.0","Repaid","37","1","114066.77","0","0"
"15729599","Lorenzo","Spain","Male","33","1","38","76548.6","7","804","38","24126886.54","0.0","0.0","Repaid","38","1","98453.45","0","0"
"15717426","Armstrong","France","Male","36","1","39","0","7","850","39","24112340.34","70494.91","0.0","Repaid","39","1","40812.9","1","0"
"15585768","Cameron","Germany","Male","41","2","40","70349.48","6","582","40","5010317.22","4950000.0","0.0","Repaid","40","1","178074.04","0","0"
"15619360","Hsiao","Spain","Male","40","1","41","0","4","472","41","9005406.31","8973799.56","0.0","Repaid","41","0","70154.22","1","0"
"15738148","Clarke","France","Female","51","1","42","122522.32","8","465","42","26000000.0","26000000.0","0.0","Cancelled","42","0","181297.65","0","1"
"15687946","Osborne","France","Female","61","1","43","117419.35","2","556","43","24000000.0","24000000.0","0.0","Cancelled","43","1","94153.83","1","0"
"15755196","Lavine","France","Female","49","1","44","131394.56","2","834","44","4019059.72","984497.34","45539.45","Disbursed","44","0","194365.76","0","1"
"15684171","Bianchi","Spain","Female","61","1","45","155931.11","5","660","45","3619032.99","0.0","0.0","Disbursed","45","1","158338.39","1","0"
"15754849","Tyler","Germany","Female","32","2","46","109421.13","4","776","46","5549183.94","0.0","0.0","Repaid","46","1","126517.46","1","0"
"15602280","Martin","Germany","Female","27","1","47","112045.67","9","829","47","9936649.74","0.0","596198.74","Disbursed","47","1","119708.21","1","1"
"15771573","Okagbue","Germany","Female","39","1","48","137843.8","9","637","48","4342839.57","0.0","0.0","Repaid","48","1","117622.8","1","1"
"15766205","Yin","Germany","Male","38","1","49","103391.38","2","550","49","16888820.58","0.0","0.0","Repaid","49","1","90878.13","0","0"
"15771873","Buccho","Germany","Female","37","2","50","103769.22","2","776","50","4500000.0","4500000.0","0.0","Cancelled","50","0","194099.12","1","0"
"15616550","Chidiebele","Germany","Male","44","2","51","116363.37","10","698","51","9601524.66","284874.52","0.0","Repaid","51","0","198059.16","1","0"
"15768193","Trevisani","Germany","Male","36","2","52","146050.97","5","585","52","9436547.39","362170.54","136060.73","Disbursed","52","0","86424.57","0","0"
"15683553","O'Brien","France","Female","33","2","53","0","5","788","53","108570989.3","0.0","3257129.61","Disbursed","53","0","116978.19","0","0"
"15702298","Parkhill","Germany","Male","41","1","54","125561.97","8","655","54","22500000.0","22500000.0","0.0","Cancelled","54","0","164040.94","0","1"
"15569590","Yoo","Germany","Male","42","1","55","98495.72","1","601","55","20291130.76","773601.15","585525.89","Disbursed","55","0","40014.76","1","1"
"15760861","Phillipps","France","Male","43","1","56","125211.92","1","619","56","1809356.36","776.14","0.0","Repaid","56","1","113410.49","1","0"
"15630053","Tsao","France","Male","45","1","57","127864.4","5","656","57","50000000.0","295943.84","0.0","Disbursed","57","0","87107.57","1","0"
"15647091","Endrizzi","Germany","Male","19","1","58","75888.2","0","725","58","10002155.18","9989555.18","0.0","Repaid","58","0","45613.75","0","0"
"15623944","T'ien","Spain","Female","66","1","59","0","4","511","59","30020563.59","669001.14","440273.29","Disbursed","59","0","1643.11","1","1"
"15804771","Velazquez","France","Male","51","1","60","40685.92","4","614","60","39809362.78","0.0","1194281.06","Disbursed","60","1","46775.28","1","0"
"15651280","Hunter","Germany","Male","35","1","61","136857","5","742","61","28952263.92","0.0","434283.88","Disbursed","61","0","84509.57","0","0"
"15773469","Clark","Germany","Female","27","2","62","152328.88","9","687","62","70619396.71","0.0","2118581.81","Disbursed","62","0","126494.82","0","0"
"15702014","Jeffrey","Spain","Male","33","2","63","56084.69","1","555","63","12063443.31","0.0","0.0","Repaid","63","0","178798.13","0","0"
"15751208","Pirozzi","Spain","Male","56","1","64","78707.16","8","684","64","6031721.69","0.0","0.0","Repaid","64","1","99398.36","1","0"
"15592461","Jackson","Germany","Male","26","1","65","109166.37","4","603","65","4342839.58","0.0","130285.36","Disbursed","65","1","92840.67","1","0"
"15789484","Hammond","Germany","Female","36","2","66","169831.46","6","751","66","3255538.0","592340.65","39947.97","Disbursed","66","1","27758.36","1","0"
"15696061","Brownless","Germany","Female","34","1","67","101633.04","1","581","67","5250000.0","5250000.0","0.0","Cancelled","67","0","110431.51","1","0"
"15641582","Chibugo","Germany","Male","43","2","68","123180.01","10","735","68","6020471.83","54519.95","179021.43","Disbursed","68","1","196673.28","1","0"
"15638424","Glauert","Germany","Female","35","2","69","150725.53","5","661","69","74793348.23","0.0","1121900.45","Disbursed","69","1","113656.85","0","0"
"15755648","Pisano","France","Female","21","1","70","98373.26","8","675","70","3500000.0","3500000.0","0.0","Cancelled","70","0","18203","1","0"
"15703793","Konovalova","Germany","Male","58","4","71","133745.44","2","738","71","8082507.03","0.0","0.0","Repaid","71","0","28373.86","1","1"
"15620344","McKee","France","Male","29","1","72","0","6","813","72","5428549.5","0.0","162.86","Disbursed","72","0","33953.87","1","0"
"15812518","Palermo","Spain","Female","37","1","73","163607.18","0","657","73","4222205.13","0.0","0.0","Repaid","73","1","44203.55","0","0"
"15779052","Ballard","Germany","Female","25","2","74","157780.84","5","604","74","21387905.92","0.0","641637.1","Disbursed","74","1","58426.81","1","0"
"15770811","Wallace","France","Male","36","2","75","0","9","519","75","18658062.89","195179.54","553892.94","Disbursed","75","1","145562.4","0","0"
"15780961","Cavenagh","France","Female","21","2","76","178718.19","1","735","76","7479334.87","0.0","5385121.23","Disbursed","76","0","22388","1","0"
"15614049","Hu","France","Male","55","2","77","0","8","664","77","12053677.13","47329.74","540321.6","Disbursed","77","1","139161.64","1","0"
"15662085","Read","France","Female","32","1","78","0","9","678","78","32571296.86","0.0","1954278.06","Disbursed","78","1","148210.64","1","0"
"15575185","Bushell","Spain","Male","33","1","79","77253.22","5","757","79","3619033.02","0.0","162856.12","Disbursed","79","1","194239.63","0","0"
"15803136","Postle","Germany","Female","41","2","80","122189.66","10","416","80","120634432.5","0.0","7238065.89","Disbursed","80","0","98301.61","1","0"
"15706021","Buley","France","Female","34","2","81","96645.54","1","665","81","12752937.42","841248.84","714700.74","Disbursed","81","0","171413.66","0","0"
"15663706","Leonard","France","Female","32","1","82","0","2","777","82","6031721.73","0.0","0.0","Repaid","82","0","136458.19","1","1"
"15641732","Mills","France","Female","36","2","83","0","3","543","83","30158603.4","23.02","2261895.75","Disbursed","83","0","26019.59","0","0"
"15701164","Onyeorulu","France","Female","34","1","84","90307.62","4","506","84","4946011.73","0.0","297103.12","Disbursed","84","1","159235.29","1","0"
"15738751","Beit","France","Female","46","2","85","0","4","493","85","19200000.0","19200000.0","0.0","Cancelled","85","0","1907.66","1","0"
"15805254","Ndukaku","Spain","Female","75","2","86","0","10","652","86","8667874.95","0.0","0.0","Repaid","86","1","114675.75","1","0"
"15762418","Gant","Spain","Male","22","1","87","121681.82","3","750","87","1320544.71","28841.66","0.0","Repaid","87","0","128643.35","1","1"
"15625759","Rowley","France","Male","30","2","88","0","9","729","88","9046478.09","5352.25","678568.41","Disbursed","88","0","151869.35","1","0"
"15622897","Sharpe","France","Female","46","3","89","0","4","646","89","13000000.0","13000000.0","0.0","Cancelled","89","0","93251.42","1","1"
"15767954","Osborne","Germany","Female","28","2","90","81623.67","3","635","90","82031414.15","0.0","6152356.2","Disbursed","90","1","156791.36","1","0"
"15757535","Heap","Spain","Female","44","3","91","0","5","647","91","26589351.03","267371.16","2368978.61","Disbursed","91","1","174205.22","1","1"
"15731511","Ritchie","France","Male","45","2","92","118626.55","7","808","92","11643096.78","0.0","0.0","Repaid","92","0","147132.46","1","0"
"15809248","Cole","France","Female","36","2","93","0","10","524","93","18081618.07","65651.95","1351202.15","Disbursed","93","0","109614.57","1","0"
"15640635","Capon","France","Male","29","2","94","0","8","769","94","180951648.7","0.0","16285648.44","Disbursed","94","1","172290.61","1","0"
"15676966","Capon","Spain","Male","42","2","95","0","4","730","95","8444410.33","0.0","633331.08","Disbursed","95","1","85982.47","0","0"
"15699461","Fiorentini","Spain","Male","35","1","96","176273.95","10","515","96","15026301.29","1488942.03","1218345.3","Disbursed","96","1","121277.78","0","0"
"15738721","Graham","Spain","Male","41","1","97","102827.44","9","773","97","10752686.97","0.0","0.0","Repaid","97","1","64595.25","0","0"
"15693683","Yuille","Germany","Male","29","2","98","97086.4","8","814","98","10623519.34","0.0","0.0","Repaid","98","1","197276.13","1","0"
"15604348","Allard","Spain","Male","22","2","99","0","8","710","99","78412381.14","0.0","9409485.5","Disbursed","99","0","99645.04","0","0"
"15633059","Fanucci","France","Male","34","2","100","0","9","413","100","30158608.22","0.0","2714274.94","Disbursed","100","0","6534.18","0","0"
"15808582","Fu","France","Female","40","1","101","0","6","665","101","6564437.1","2900000.0","384765.62","Disbursed","101","1","161848.03","1","0"
"15743192","Hung","France","Female","44","2","102","0","6","623","102","13258375.04","0.0","0.0","Repaid","102","0","167162.43","0","0"
"15580146","Hung","France","Male","31","1","103","82674.15","9","738","103","11879480.31","615206.08","0.0","Repaid","103","0","41970.72","1","0"
"15776605","Bradley","Spain","Male","36","2","104","0","7","528","104","7434440.13","0.0","0.0","Repaid","104","0","60536.56","1","0"
"15804919","Dunbabin","Spain","Female","65","1","105","0","1","670","105","3610164.12","0.0","379067.34","Disbursed","105","1","177655.68","1","1"
"15613854","Mauldon","Spain","Female","46","2","106","107073.27","4","622","106","6387871.45","27883.29","667783.94","Disbursed","106","1","30984.59","1","1"
"15599195","Stiger","Germany","Male","32","1","107","88938.62","1","582","107","4189709.71","0.0","439919.26","Disbursed","107","1","10054.53","1","0"
"15812878","Parsons","Germany","Female","36","1","108","99806.85","2","785","108","2110023.86","3440.45","221191.23","Disbursed","108","1","36976.52","0","0"
"15602312","Walkom","Spain","Male","33","1","109","150092.8","5","605","109","2410129.11","8116.29","0.0","Repaid","109","0","71862.79","0","0"
"15744689","T'ang","Germany","Male","35","1","110","92833.89","9","479","110","5916087.94","547580.98","0.0","Repaid","110","0","99449.86","1","1"
"15803526","Eremenko","Germany","Male","30","1","111","90536.81","3","685","111","4025707.97","268987.55","0.0","Repaid","111","1","63082.88","0","0"
"15665790","Rowntree","Germany","Male","39","2","112","108055.1","7","538","112","13196577.61","354795.36","0.0","Repaid","112","0","27231.26","1","0"
"15715951","Thorpe","France","Male","42","1","113","100238.35","2","562","113","8866396.67","0.0","0.0","Repaid","113","0","86797.41","0","0"
"15591100","Chiemela","Spain","Male","36","1","114","106190.55","9","675","114","13709293.5","0.0","0.0","Repaid","114","1","22994.32","0","0"
"15609618","Fanucci","Germany","Male","28","2","115","154475.54","9","721","115","7172381.08","0.0","0.0","Repaid","115","1","101300.94","0","1"
"15675522","Ko","Germany","Female","30","2","116","132351.29","9","628","116","4297052.52","0.0","0.0","Repaid","116","1","74169.13","1","0"
"15705512","Welch","Germany","Female","37","1","117","167864.4","6","668","117","3485679.56","440583.73","0.0","Repaid","117","0","115638.29","1","0"
"15698028","Duncan","France","Female","41","2","118","0","1","506","118","4811728.21","0.0","0.0","Repaid","118","0","31766.3","1","0"
"15661670","Chidozie","Germany","Female","31","1","119","107818.63","8","524","119","12063443.34","0.0","1628564.79","Disbursed","119","0","199725.39","1","1"
"15600781","Wu","Germany","Male","34","2","120","185173.81","4","699","120","12063443.38","0.0","0.0","Repaid","120","0","120834.48","1","0"
"15682472","Culbreth","France","Male","34","2","121","129433.34","8","828","121","2124843.85","1979600.05","19607.74","Disbursed","121","0","38131.77","0","0"
"15580203","Kennedy","Spain","Male","39","1","122","120193.42","6","674","122","12872263.63","0.0","1737755.27","Disbursed","122","0","100130.95","0","0"
"15690673","Cameron","France","Female","39","2","123","0","6","656","123","2199933.6","63725.06","288387.51","Disbursed","123","0","141069.88","1","0"
"15760085","Calabresi","Germany","Female","48","1","124","126384.42","10","684","124","8548765.93","188581.1","5891215.33","Disbursed","124","1","198129.36","1","0"
"15779659","Zetticci","France","Female","28","1","125","0","3","625","125","2709544.25","0.0","2194730.83","Disbursed","125","0","183646.41","0","0"
"15627360","Fuller","France","Male","42","1","126","152603.45","9","432","126","5205939.81","18037.27","700367.47","Disbursed","126","0","110265.24","1","1"
"15671137","MacDonald","France","Female","52","1","127","0","1","549","127","4546615.56","0.0","681992.66","Disbursed","127","1","8636.05","0","1"
"15782688","Piccio","Germany","Male","56","1","128","148507.24","0","625","128","1834163.2","0.0","275124.3","Disbursed","128","0","46824.08","1","1"
"15575492","Kennedy","France","Female","41","2","129","0","7","828","129","400.0","0.0","60.0","Disbursed","129","0","171378.77","1","0"
"15591607","Fernie","France","Male","24","1","130","101827.07","9","770","130","5879988.25","12027.72","881998.45","Disbursed","130","0","167256.35","1","0"
"15740404","He","France","Female","34","2","131","0","3","758","131","7163030.41","0.0","0.0","Repaid","131","1","124226.16","1","0"
"15718369","Kaodilinakachukwu","Germany","Female","33","1","132","130862.43","9","795","132","350.0","0.0","0.0","Repaid","132","1","114935.21","1","0"
"15677871","Cocci","France","Male","38","1","133","122570.87","9","687","133","3925680.5","0.0","529966.59","Disbursed","133","1","35608.88","1","0"
"15642004","Alekseeva","France","Male","25","2","134","0","1","686","134","3498437.3","348477.54","0.0","Repaid","134","1","16459.37","0","0"
"15712543","Chinweike","Germany","Male","39","2","135","124828.46","7","789","135","4315493.75","0.0","0.0","Repaid","135","1","124411.08","1","0"
"15584518","Arthur","Germany","Female","50","2","136","144895.05","5","589","136","1505934.69","0.0","0.0","Repaid","136","1","34941.23","1","0"
"15802381","Li","Germany","Female","34","1","137","63663.93","5","461","137","5028857.67","4275521.43","112998.8","Disbursed","137","1","167784.28","0","0"
"15610156","Ma","France","Male","40","1","138","133463.1","2","637","138","5428549.5","0.0","0.0","Repaid","138","1","93165.34","0","0"
"15594408","Chia","Spain","Female","48","1","139","213146.2","2","584","139","2300310.89","0.0","379550.86","Disbursed","139","0","75161.25","1","1"
"15640905","Vasin","Spain","Female","35","2","140","129490.36","1","579","140","2000000.0","2000000.0","0.0","Cancelled","140","1","8590.83","0","1"
"15698932","Groves","Germany","Male","44","1","141","137452.09","10","756","141","1747006.71","40956.22","281497.76","Disbursed","141","0","189543.9","1","0"
"15724944","Tien","France","Male","34","2","142","0","7","663","142","150793040.6","0.0","24880851.69","Disbursed","142","1","180427.24","1","0"
"15628145","Forwood","France","Female","43","1","143","125851.93","5","682","143","3033403.66","0.0","0.0","Repaid","143","1","193318.33","1","0"
"15713483","Greeves","Spain","Male","52","1","144","0","2","793","144","6932837.21","0.0","0.0","Repaid","144","0","159123.82","1","1"
"15612350","Taylor","France","Female","31","1","145","40915.55","5","691","145","868005.31","0.0","0.0","Repaid","145","0","126213.84","1","1"
"15800703","Madukwe","Spain","Female","21","1","146","113157.22","5","485","146","9663135.32","0.0","0.0","Repaid","146","1","54141.5","1","0"
"15705707","Bennelong","Spain","Female","29","2","147","138296.94","8","635","147","9035201.81","0.0","0.0","Repaid","147","0","141075.51","1","0"
"15754105","Olisanugo","France","Male","37","1","148","106967.18","5","650","148","14154285.98","0.0","2335457.17","Disbursed","148","0","24495.03","0","0"
"15703264","Chukwufumnanya","France","Male","44","1","149","120681.63","9","735","149","4945091.29","0.0","0.0","Repaid","149","0","74836.34","1","0"
"15794413","Harris","France","Male","32","2","150","0","0","416","150","600.0","0.0","0.0","Repaid","150","1","878.87","0","0"
"15650237","Morgan","Spain","Female","32","2","151","0","7","754","151","17575314.5","7286000.0","1697737.02","Disbursed","151","0","89520.75","1","0"
"15759618","Alexeeva","France","Female","48","1","152","0","9","535","152","4848767.41","0.0","0.0","Repaid","152","0","149892.79","1","1"
"15811589","Metcalfe","Spain","Male","42","2","153","0","8","716","153","1929019.45","0.0","0.0","Repaid","153","0","180800.42","1","0"
"15689044","Humphries","France","Male","37","1","154","127609.59","2","539","154","8479168.75","0.0","0.0","Repaid","154","0","98646.22","1","0"
"15709368","Milne","France","Female","43","2","155","0","6","614","155","5300794.61","0.0","0.0","Repaid","155","1","109041.53","1","0"
"15679145","Chou","Spain","Male","57","1","156","0","7","706","156","9909795.85","0.0","1783763.61","Disbursed","156","0","17941.16","1","1"
"15655007","Li","France","Female","33","2","157","0","7","758","157","15131347.69","126484.81","0.0","Repaid","157","0","82996.47","0","0"
"15623595","Clayton","Spain","Female","28","2","158","0","2","586","158","6801917.28","0.0","0.0","Repaid","158","1","92067.35","1","0"
"15589975","Maclean","France","Female","73","1","159","97259.25","6","646","159","33136420.17","0.0","5467508.78","Disbursed","159","1","104719.66","0","0"
"15804017","Chigolum","Germany","Female","33","1","160","123246.7","4","631","160","32580275.65","184796.61","5831186.8","Disbursed","160","0","112687.57","0","0"
"15692132","Wilkinson","Spain","Female","22","1","161","101060.25","6","717","161","17573763.78","14159.82","3163277.78","Disbursed","161","1","84699.56","0","0"
"15641122","Wei","France","Male","30","2","162","0","2","684","162","5093414.72","0.0","916814.76","Disbursed","162","0","83473.82","1","0"
"15630910","Treacy","France","Female","49","1","163","108007.36","7","800","163","34093823.51","271399.98","6088036.33","Disbursed","163","0","47125.11","0","0"
"15680772","Hu","Spain","Female","36","2","164","0","2","721","164","5509001.29","0.0","0.0","Repaid","164","1","106977.8","1","0"
"15658929","Taverner","Spain","Male","29","1","165","133702.89","0","683","165","3428005.08","0.0","0.0","Repaid","165","0","55582.54","1","1"
"15585388","Sherman","Germany","Male","31","2","166","125189.75","9","660","166","3971799.33","1858.33","0.0","Repaid","166","1","139874.43","1","0"
"15724623","Taubman","Germany","Female","24","1","167","113034.22","7","704","167","10567622.28","0.0","0.0","Repaid","167","0","162503.48","1","1"
"15588537","Robinson","Spain","Female","41","1","168","109013.23","9","615","168","1200000.0","0.0","0.0","Repaid","168","0","196499.96","1","0"
"15574692","Pinto","Spain","Female","39","2","169","0","2","667","169","66348938.06","0.0","11942808.9","Disbursed","169","0","40721.24","1","1"
"15611325","Wood","Germany","Male","24","2","170","57929.81","9","682","170","1326920.32","0.0","0.0","Repaid","170","0","53134.3","0","0"
"15587562","Hawkins","France","Female","29","1","171","130114.39","4","484","171","13032534.16","0.0","0.0","Repaid","171","0","164017.89","1","0"
"15613172","Sun","Germany","Male","27","2","172","95826.49","5","628","172","15805812.23","0.0","2845046.39","Disbursed","172","0","155996.96","1","0"
"15651022","Yost","Germany","Male","44","1","173","129608.57","10","480","173","1781585.2","6297.39","293961.58","Disbursed","173","0","5472.7","1","1"
"15586310","Ting","France","Male","30","1","174","169462.09","4","578","174","8206013.77","0.0","1477082.29","Disbursed","174","0","112187.11","1","0"
"15625524","Rowe","France","Male","40","2","175","0","5","512","175","2635344.61","18103.69","471103.44","Disbursed","175","1","146457.83","1","0"
"15755209","Fu","Spain","Female","35","1","176","133868.21","7","484","176","3928693.9","0.0","0.0","Repaid","176","1","27286.1","1","0"
"15645248","Ho","France","Female","30","2","177","0","0","510","177","3075845.25","0.0","0.0","Repaid","177","1","130553.47","1","0"
"15790355","Okechukwu","Germany","Male","36","2","178","190479.48","5","606","178","1601702.48","0.0","0.0","Repaid","178","0","179351.89","0","0"
"15762615","Campbell","Spain","Female","40","1","179","101993.12","8","597","179","2820170.26","910.0","343830.86","Disbursed","179","1","94774.12","0","0"
"15625426","Ashbolt","Germany","Female","55","1","180","161608.81","3","754","180","1779255.7","0.0","320265.78","Disbursed","180","0","8080.85","1","1"
"15716334","Rozier","Spain","Female","45","1","181","122311.21","2","850","181","15457954.69","0.0","2782431.93","Disbursed","181","1","19482.5","1","0"
"15789669","Hsia","France","Male","65","2","182","0","2","510","182","5518888.5","0.0","993399.86","Disbursed","182","1","48071.61","1","0"
"15621075","Ogbonnaya","Germany","Female","45","2","183","162150.42","1","778","183","36545677.97","0.0","6578222.01","Disbursed","183","0","174531.27","1","0"
"15810845","T'ang","France","Male","42","2","184","0","2","636","184","21574664.33","2200059.5","3778045.39","Disbursed","184","1","55470.78","1","0"
"15719377","Cocci","France","Female","50","1","185","0","4","804","185","6086787.25","0.0","0.0","Repaid","185","1","8546.87","1","1"
"15654506","Chang","France","Male","32","2","186","0","8","514","186","2759901.36","0.0","0.0","Repaid","186","0","95857.18","1","0"
"15771977","T'ao","France","Female","39","1","187","99010.67","1","730","187","7882350.65","0.0","0.0","Repaid","187","0","194945.8","1","0"
"15708710","Ford","Spain","Female","37","1","188","0","0","525","188","1000000.0","0.0","0.0","Repaid","188","1","131521.72","0","0"
"15726676","Marshall","Spain","Male","30","2","189","0","5","616","189","26245450.21","2011323.58","4362142.91","Disbursed","189","1","196108.51","0","0"
"15587421","Tsai","Germany","Female","34","2","190","111388.18","7","687","190","21700000.0","0.0","0.0","Approved","190","0","148564.76","1","0"
"15726931","Onwumelu","France","Female","41","2","191","56214.85","8","715","191","90475824.54","0.0","17642785.75","Disbursed","191","0","92982.61","0","1"
"15771086","Graham","France","Female","36","2","192","84327.77","3","512","192","18085883.58","0.0","0.0","Repaid","192","0","17675.36","1","0"
"15756850","Golovanov","France","Male","40","2","193","0","1","479","193","13000000.0","13000000.0","0.0","Cancelled","193","0","114996.43","0","0"
"15702741","Potts","France","Male","32","1","194","93012.89","8","601","194","6225729.69","0.0","1214017.71","Disbursed","194","0","86957.42","1","0"
"15679200","Crawford","Spain","Male","29","2","195","61710.44","9","580","195","15230771.06","0.0","2970000.07","Disbursed","195","0","128077.8","1","0"
"15594815","Aleshire","France","Male","35","1","196","174790.15","3","807","196","2213180.74","0.0","0.0","Repaid","196","1","600.36","1","0"
"15635905","Moran","Spain","Female","32","2","197","0","6","616","197","2400000.0","0.0","0.0","Repaid","197","1","43001.46","1","0"
"15777892","Samsonova","Germany","Male","37","1","198","107720.64","3","721","198","3333881.74","178419.06","0.0","Repaid","198","1","158591.12","1","0"
"15656176","Jenkins","France","Male","57","2","199","0","10","501","199","1673204.55","0.0","0.0","Repaid","199","1","47847.19","1","0"
"15811127","Volkov","France","Male","35","1","200","96423.84","6","521","200","5600024.85","0.0","0.0","Repaid","200","0","10488.44","1","0"
"15604482","Chiemezie","Spain","Male","30","1","201","141040.01","2","850","201","37935316.21","0.0","7397386.16","Disbursed","201","1","5978.2","1","0"
"15622911","Jude","France","Male","42","1","202","105420.18","4","759","202","3000000.0","3000000.0","0.0","Cancelled","202","1","121409.06","0","0"
"15600974","He","Spain","Male","50","1","203","0","5","516","203","30734930.29","0.0","6454335.13","Disbursed","203","1","146145.93","0","1"
"15727868","Onuora","France","Female","38","2","204","129022.06","2","711","204","5000000.0","0.0","1050000.0","Disbursed","204","1","14374.86","1","1"
"15627801","Ginikanwa","Spain","Male","33","1","205","176666.62","3","512","205","17532144.47","89021.01","3663055.7","Disbursed","205","0","94670.77","1","0"
"15773039","Ku","France","Male","37","1","206","0","3","550","206","19142570.31","0.0","4019940.01","Disbursed","206","1","179670.31","1","0"
